active,appear_on_invoice,code,description,icon_colour,icon_shape,icon_text,is_filled,is_missing,keyboard_shortcut,nhs_treatment_cat,nomenclature,notes,patient_nomenclature,patient_description,region,reset_tooth,treatment_category_name,uda_band,base_chart,duration
TRUE,TRUE,814,"This procedure includes a prophylaxis to provide active debriding of the implant and examination of all aspects of the implant system, including the occlusion and stability of the superstructure. The patient is also instructed in thorough daily cleansing of the implant. ",,,,FALSE,FALSE,,,Implant Maintenance Procedures,,Implant Maintenance,,site,FALSE,Implant Services Related Services,,FALSE,0
TRUE,TRUE,900,,,,,FALSE,TRUE,,9399,Bridge Prep,,Bridge Preparation & Impressions,,tooth,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,901,,,,,FALSE,TRUE,,9399,Bridge Try In,,Bridge Try In,,tooth,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,902,Not to be used as a temporary or provisional prosthesis.,#bfaf93,circleLarge,Pontic,FALSE,TRUE,,9315,Bonded Bridge Pontic,,Bonded Bridge Pontic,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,903,,#bfaf93,circleLarge,Retainer,FALSE,FALSE,,9315,Bonded Bridge Retainer,,Bonded Bridge Retainer,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,904,,#edac13,circleLarge,Pontic,FALSE,TRUE,,9315,Gold Bridge Pontic,,Gold Bridge Pontic,,tooth,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,905,,#edac13,circleLarge,Retainer,FALSE,FALSE,,9315,Gold Bridge Retainer,,Gold Bridge Retainer,,tooth,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,906,,#ffffcc,circleLarge,Pontic,FALSE,TRUE,,9315,Porcelain Bridge Pontic,,Porcelain Bridge Pontic,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,907,,#ffffcc,circleLarge,Retainer,FALSE,FALSE,,9315,Porcelain Bridge Retainer,,Porcelain Bridge Retainer,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,908,,#e0c28d,circleLarge,Pontic,FALSE,TRUE,,9315,Porcelain Bonded Bridge Pontic,,Porcelain Bonded Bridge Pontic,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,909,,#e0c28d,circleLarge,Retainer,FALSE,FALSE,,9315,Porcelain Bonded Bridge Retainer,,Porcelain Bonded Bridge Retainer,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,910,,#f2b8f2,squareLarge,Maryland,FALSE,TRUE,,9315,Maryland Bridge,,Maryland Bridge Fit,,tooth,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,911,,#f2b8f2,bar,,FALSE,TRUE,,9315,Maryland Wing,,Maryland Wing,,toothCoordinate,FALSE,Bridges Related Services,3,TRUE,0
TRUE,TRUE,912,A device attached to fixed partial denture retainer or coping which serves to stabilize and anchor a removable overdenture prosthesis. ,#f56cf5,bar,,FALSE,TRUE,,9315,Clasp,,Clasp,,toothCoordinate,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,913,,,,,FALSE,TRUE,,9157,Recement Bridge,,Recement Bridge,,site,FALSE,Bridges Related Services,0,FALSE,0
TRUE,TRUE,914,A non-rigid connector.,,,,FALSE,TRUE,,9399,Stress Breaker,,Stress Breaker,,item,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,915,"A male and female pair constitutes one precision attachment, and is separate from the prosthesis.",,,,FALSE,TRUE,,9399,Precision Attachment,,Precision Attachment,,site,FALSE,Bridges Related Services,3,FALSE,0
TRUE,TRUE,916,,,,,FALSE,TRUE,,9157,Bridge Repair,,Bridge Repair,,site,FALSE,Bridges Related Services,0,FALSE,0
TRUE,TRUE,917,,#00b7ff,circleLarge,Retainer,FALSE,FALSE,,9315,Bridge Retainer,,Bridge Retainer,,tooth,FALSE,Bridges Related Services,,TRUE,0
TRUE,TRUE,918,,#00b7ff,circleLarge,Pontic,FALSE,FALSE,,9315,Bridge Pontic,,Bridge Pontic,,tooth,FALSE,Bridges Related Services,,TRUE,0
TRUE,TRUE,919,,,,,FALSE,FALSE,,9399,Temporary Bridge Unit,,Temporary Bridge ,,tooth,FALSE,Bridges Related Services,2,FALSE,0
TRUE,TRUE,920,,#00b7ff,circleLarge,bridge,FALSE,FALSE,,,Bridge,,Bridge,,tooth,FALSE,Bridges Related Services,,TRUE,0
TRUE,TRUE,1000,,,,,FALSE,FALSE,,9014,Ortho Assessment/Review/Exam,<p><strong>C/o:</strong></p><p><strong>O/e:</strong></p><p><strong>IOTN:</strong></p><p><strong>OJ:</strong><strong></strong><br><strong></strong><br><strong></strong><br><strong></strong></p>,Orthodontic Assessment,,patient,FALSE,Orthodontic Related Services,1,FALSE,0
TRUE,TRUE,1001,,,,,FALSE,FALSE,,,Ortho Review,,Orthodontic Review,,patient,FALSE,Orthodontic Related Services,1,FALSE,0
TRUE,TRUE,1002,,,,,FALSE,FALSE,,,Ortho Study Models,,Orthodontic Study Models,,site,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1004,,,,,FALSE,FALSE,,,Ortho Retention,,Orthodontic Retention,,site,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1005,,#FFFFFF,squareSmall,Err:510,FALSE,FALSE,,,Invisalign,,Invisalign,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1006,,,,,FALSE,FALSE,,9401,Removable Upper Appliance,,Removable Upper Appliance,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1007,,,,,FALSE,FALSE,,9402,Removable Lower Appliance,,Removable Lower Appliance,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1008,,,,,FALSE,FALSE,,9403,Functional Appliance Fit,,Functional Appliance,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1009,,,,,FALSE,FALSE,,9404,Fixed Upper Appliance,,Fixed Upper Appliance,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1010,,,,,FALSE,FALSE,,9405,Fixed Lower Appliance,,Fixed Lower Appliance,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1011,,,,,FALSE,FALSE,,9406,Retainer Upper,,Retainer Upper,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1012,,,,,FALSE,FALSE,,9407,Retainer Lower,,Retainer Lower,,patient,FALSE,Orthodontic Related Services,3,FALSE,0
TRUE,TRUE,1013,,#000000,extracted,,FALSE,TRUE,,9408,Ortho Extraction,"<p>Haemostasis Observed. Post Operative Instructions given.<br>Quantity (ml): 2.0 Maximum No of Cartridges/Visit: 3 <br>Anaesthetic Used: Articaine <br>Prescribed by:: TH <br>Primary Adminstration: Infiltration Supplementary Admin: None <br>Espestesin 1.8ml Used With Wand, Septonest 2.2ml Used With Safety Plus Syringe</p>",Extraction,,tooth,FALSE,Orthodontic Related Services,2,FALSE,0
TRUE,TRUE,1014,NP Ortho Exam,,,,FALSE,FALSE,,9014,Ortho New Patient Exam,<p><strong>Patient's main Concern:</strong>  </p><p><strong>O/e :  </strong></p><p><strong>IOTN: </strong></p><p><strong>Overjet: </strong></p><p><strong>Waitlist: </strong><strong></strong></p><p><strong><br></strong><strong></strong><br><strong></strong></p>,Ortho New Patient Exam,,patient,FALSE,Orthodontic Related Services,1,FALSE,0
TRUE,TRUE,1015,,,,,FALSE,FALSE,,,Ortho Debond,,Ortho Debond,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1016,,,,,FALSE,FALSE,,,Orthodontic Separators,,Orthodontic Separators,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1017,,,,,FALSE,FALSE,,,Orthodontic Impressions,,Orthodontic Impressions,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1018,,,,,FALSE,FALSE,,,Ortho Adjustment,,Ortho Adjustment,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1019,,,,,FALSE,FALSE,,,Ortho Bond up,,Ortho Bond up,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1020,,,,,FALSE,FALSE,,9406,Ortho Retainer Fit,,Ortho Retainer Fit,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1021,,,,,FALSE,FALSE,,,Ortho Supervision of Retention,,Ortho Supervision of Retention,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1022,,,,,FALSE,FALSE,,,Orthodontic Emergency,,Orthodontic Emergency,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1023,,,,,FALSE,FALSE,,9404,Ortho Replacement Removeable Appliance,,Ortho Replacement Removeable Appliance,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1024,,,,,FALSE,FALSE,,,Ortho Replacement Essix Retainer,,Ortho Replacement Essix Retainer,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1025,,,,,FALSE,FALSE,,,Ortho Replacement Fixed Retainer,,Ortho Replacement Fixed Retainer,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1026,,,,,FALSE,FALSE,,,Ortho Ceramic Brackets Fixed Appliance Upper,,Ortho Ceramic Brackets Fixed Appliance Upper,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1027,,,,,FALSE,FALSE,,,Ortho Ceramic Brackets Fixed Appliance Lower,,Ortho Ceramic Brackets Fixed Appliance Lower,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1028,,,,,FALSE,FALSE,,,Ortho Sectional Steel Appliance,,Ortho Sectional Steel Appliance,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1029,,,,,FALSE,FALSE,,,Ortho Sectional Ceramic Appliance,,Ortho Sectional Ceramic Appliance,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1030,,,,,FALSE,FALSE,,,Ortho  Bonded (Fixed) Retainer,,Ortho  Bonded (Fixed) Retainer,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1031,,,,,FALSE,FALSE,,,Ortho Stage Payment,,Ortho Stage Payment,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1032,,,,,FALSE,FALSE,,,Ortho - Other Orthodontic Treatment,,Ortho - Other Orthodontic Treatment,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1033,"This includes photographic images, including those obtained by intraoral and extraoral cameras, excluding radiographic images.  These photographic images should be a part of the patient's clinical record ",,,,FALSE,FALSE,,9399,Oral/Facial Photographic Images,,Oral/Facial Photos,,patient,FALSE,Orthodontic Related Services,1,FALSE,0
TRUE,TRUE,1034,,,,,FALSE,FALSE,,9412,Ortho Photographs,,Clinical Photographs,,patient,FALSE,Diagnostic Related Services,0,FALSE,0
TRUE,TRUE,1035,,,,,FALSE,FALSE,,,Ortho Removable Appliance,,Removable Appliance,,site,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1040,,,,,FALSE,FALSE,,,Functional Appliance Review,,,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1041,,,,,FALSE,FALSE,,9159,Repair To An Appliance Fitted By Another Dentist,,,,patient,FALSE,Orthodontic Related Services,0,FALSE,0
TRUE,TRUE,1100,,,,,FALSE,FALSE,,,Office Visit - After Regularly Scheduled Hours,,,,patient,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1101,Established patient. Not performed on same day as evaluation. ,,,,FALSE,FALSE,,9317,"Case Presentation, Detailed And Extensive Treatment Planning",,,,patient,FALSE,Other General Services,1,FALSE,0
TRUE,TRUE,1102,,,,,FALSE,FALSE,,9318,Antibiotic Prescription,,,,patient,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1103,,,,,FALSE,FALSE,,9158, Prescription,,,,patient,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1104,"Includes in-office treatment for root sensitivity.  Typically reported on a 'per visit' basis for application of topical fluoride.  This code is not to be used for bases, liners or adhesives used under restorations. ",,,,FALSE,FALSE,,9399,Sensitive Dentine,,,,site,FALSE,Other General Services,1,FALSE,0
TRUE,TRUE,1105,,,,,FALSE,FALSE,,9399,Lucia Jig,,,,patient,FALSE,Other General Services,2,FALSE,0
TRUE,TRUE,1106,"Removable dental appliances, which are designed to minimize the effects of bruxism (grinding) and other occlusal factors.",,,,FALSE,FALSE,,9399,Bite Guard,,,,patient,FALSE,Other General Services,3,FALSE,0
TRUE,TRUE,1107,,,,,FALSE,FALSE,,,Mouth Guard,,,,patient,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1108,,,,,FALSE,FALSE,,,Sports Mouthguard,,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,1109,,,,,FALSE,FALSE,,9399,Repair And/Or Reline Of Occlusal Guard,,,,patient,FALSE,Other General Services,2,FALSE,0
TRUE,TRUE,1110,"Includes, but is not limited to, facebow, interocclusal records tracings, and diagnostic wax-up.",,,,FALSE,FALSE,,9399,Occlusion Analysis - Mounted Case,,,,patient,FALSE,Other General Services,1,FALSE,0
TRUE,TRUE,1111,May also be known as equilibration; reshaping the occlusal surfaces of teeth to create harmonious contact relationships between the maxillary and mandibular teeth. Presently includes discing/odontoplasty/enamoplasty. Typically reported on a per visit basis. This should not be reported when the procedure only involves bite adjustment in the routine post-delivery care for a direct/indirect restoration or fixed/removable prosthodontics.,,,,FALSE,FALSE,,9399,Occlusal Adjustment,,,,patient,FALSE,Other General Services,1,FALSE,0
TRUE,TRUE,1112,The removal of discolored surface enamel defects resulting from altered mineralization or decalcification of the superficial enamel layer.,,,,FALSE,FALSE,,9399,Enamel Microabrasion  ,,,,tooth,FALSE,Other General Services,1,FALSE,0
TRUE,TRUE,1113,,,,,FALSE,FALSE,,,In Surgery Bleaching (Whitening),,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,1114,,,,,FALSE,FALSE,,,Home Bleaching Kit (Whitening),,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,1115,,,,,FALSE,FALSE,,,Bleaching Trays,,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,1116,,,,,FALSE,FALSE,,,Stone/Smooth Tooth,,,,tooth,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1117,,,,,FALSE,FALSE,,9399,Impresssions,,,,patient,FALSE,Other General Services,0,FALSE,0
TRUE,TRUE,1118,,,,,FALSE,FALSE,,,Payment Refund,,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,9975,,,,,FALSE,FALSE,,,Discount,,,,patient,FALSE,Other General Services,,FALSE,0
TRUE,TRUE,9976,,#ff4245,,,FALSE,FALSE,,,Caries,,,,surface,FALSE,Miscellaneous,,TRUE,0
TRUE,TRUE,9977,,#000000,text,RCT,FALSE,FALSE,,,Root Filled,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9978,,,,,FALSE,FALSE,,,Reset Tooth,,,,tooth,TRUE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9979,,,applyForExtraction,,FALSE,TRUE,,,Tooth Needs to be Extracted,,,,tooth,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9980,A tooth that is missing,,applyAbsent,,FALSE,TRUE,,,Missing Tooth,,,,tooth,TRUE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9981,,#000000,arrowRight,,FALSE,FALSE,,,Drifted Right,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9982,,#000000,arrowLeft,,FALSE,FALSE,,,Drifted Left,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9983,,#000000,text,> <,FALSE,FALSE,,,Closed Gap,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9984,,#000000,text,#,FALSE,FALSE,,,Fractured Tooth,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9985,Watch this tooth,#000000,text,W,FALSE,FALSE,,,Watch Tooth,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9986,,,,,FALSE,FALSE,,,Other Tooth Specific Treatment,,,,tooth,FALSE,Miscellaneous,0,FALSE,0
TRUE,TRUE,9987,,,,,FALSE,FALSE,,,Opening Balance,,,,patient,FALSE,Miscellaneous,0,FALSE,0
TRUE,TRUE,9988,,,,,FALSE,FALSE,,,Deposit for Future Work,,,,patient,FALSE,Miscellaneous,0,FALSE,0
TRUE,TRUE,9989,,#000000,,,FALSE,FALSE,,,Decay,,,,surface,FALSE,Miscellaneous,,TRUE,0
TRUE,FALSE,9990,,,,,FALSE,FALSE,,,General Note,,,,patient,FALSE,Miscellaneous,0,FALSE,0
TRUE,FALSE,9991,,#000000,text,PE,FALSE,FALSE,,,Partially Erupted Tooth,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9992,,#000000,text,RR,FALSE,TRUE,,,Retained Root,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9993,,#000000,text,UE,FALSE,FALSE,,,Unerupted or exfoliated teeth,,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9994,,#d6a5a5,,,FALSE,FALSE,,,Arrested Caries,,,,surface,FALSE,Miscellaneous,0,TRUE,0
TRUE,FALSE,9995,,,,,FALSE,FALSE,,,Tooth Specific Note,,,,tooth,FALSE,Miscellaneous,0,FALSE,0
TRUE,TRUE,9996,,#ff0000,,,FALSE,FALSE,,,Early Caries,,,,surface,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9997,,#943131,,,FALSE,FALSE,,,Cavity,,,,surface,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9998,,#0aff2b,text,Wear,FALSE,FALSE,,,Surface Wear (Worn),,,,toothCoordinate,FALSE,Miscellaneous,0,TRUE,0
TRUE,TRUE,9999,Used for procedure that is not adequately described by a code. Describe procedure.,,,,FALSE,FALSE,,9399,Other Treatment,,,,patient,FALSE,Miscellaneous,2,FALSE,0
